complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP01963,2023-07-02,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Mumbai,4,33,0,online
CMP01964,2023-04-18,Road construction work started 3 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Hyderabad,2,26,0,app
CMP01965,2023-03-27,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Mumbai,3,14,0,walk-in
CMP01966,2023-12-23,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Bengaluru,2,41,0,app
CMP01967,2023-11-13,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Hyderabad,4,6,0,walk-in
CMP01968,2023-01-01,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Pune,2,8,0,walk-in
CMP01969,2023-06-05,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Hyderabad,2,31,1,phone
CMP01970,2023-10-28,Garbage not collected for 29 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Neutral,Ahmedabad,2,27,0,app
CMP01971,2022-03-12,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Ahmedabad,4,5,0,online
CMP01972,2023-02-24,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Chennai,2,3,0,online
CMP01973,2022-08-08,Our colony has not received clean drinking water since 23 days. This is unacceptable.,Water,Neutral,Bengaluru,2,17,0,walk-in
CMP01974,2023-10-11,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Chennai,4,44,0,walk-in
CMP01975,2022-01-23,Our colony has not received clean drinking water since 20 days. This is unacceptable.,Water,Critical/Urgent,Ahmedabad,5,10,0,walk-in
CMP01976,2023-06-02,Waste collection vehicle has not come for 10 days. Residents dumping on road.,Sanitation,Negative,Chennai,3,40,1,app
CMP01977,2022-12-03,Teacher absent without any substitute for 26 days. No learning happening for children.,Education,Neutral,Kolkata,2,9,1,online
CMP01978,2023-07-21,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Mumbai,2,7,1,app
CMP01979,2022-07-30,Government school has no teachers for 8 months. Children sitting idle in class.,Education,Negative,Kolkata,4,29,0,phone
CMP01980,2022-01-15,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Chennai,4,7,0,online
CMP01981,2022-01-24,Bus frequency on route 42A reduced drastically. Commuters waiting 21 hours daily.,Transport,Negative,Delhi,4,35,0,walk-in
CMP01982,2023-11-02,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Delhi,3,15,0,online
CMP01983,2022-10-02,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Chennai,5,2,0,online
CMP01984,2022-10-05,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Pune,3,16,0,online
CMP01985,2022-10-11,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Negative,Kolkata,3,2,1,phone
CMP01986,2023-01-18,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Mumbai,3,32,0,phone
CMP01987,2022-06-26,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Ahmedabad,5,2,0,online
CMP01988,2022-04-12,Our colony has not received clean drinking water since 11 days. This is unacceptable.,Water,Neutral,Ahmedabad,2,14,0,walk-in
CMP01989,2022-02-27,Water pipe has burst on FC Road and water is flooding the road. Immediate repair needed urgently.,Water,Critical/Urgent,Delhi,5,1,0,app
CMP01990,2022-03-13,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Pune,2,13,1,online
CMP01991,2022-03-03,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Mumbai,3,32,0,phone
CMP01992,2022-04-02,Road on SV Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Hyderabad,2,3,1,phone
CMP01993,2023-08-03,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Bengaluru,2,33,1,online
CMP01994,2022-01-26,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Chennai,5,6,0,walk-in
CMP01995,2023-07-15,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Mumbai,2,31,0,walk-in
CMP01996,2022-08-19,Speed breakers on FC Road are unmarked and causing serious accidents at night.,Roads,Neutral,Chennai,2,19,0,phone
CMP01997,2022-12-17,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Delhi,2,14,0,online
CMP01998,2023-05-01,"Power cut in our area since 20 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Delhi,2,25,0,phone
CMP01999,2022-08-19,Ambulance took 15 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Delhi,5,8,1,online
CMP02000,2023-11-25,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Delhi,5,5,0,app
CMP02001,2022-04-19,Metro station lift not working for 5 weeks. Elderly and disabled unable to use.,Transport,Negative,Mumbai,3,21,0,phone
CMP02002,2022-09-19,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Kolkata,4,36,1,walk-in
CMP02003,2022-11-16,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Kolkata,4,17,0,phone
CMP02004,2022-10-26,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Delhi,4,6,1,app
CMP02005,2022-07-22,There is no water supply in our area for the past 14 days. Residents are suffering badly.,Water,Critical/Urgent,Pune,5,4,0,app
CMP02006,2022-08-18,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Ahmedabad,3,21,0,walk-in
CMP02007,2022-07-24,A transformer on MG Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Kolkata,3,44,0,online
CMP02008,2022-01-03,Road construction work started 2 months ago but still incomplete. Causing major traffic.,Roads,Neutral,Bengaluru,2,2,0,walk-in
CMP02009,2023-08-31,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Mumbai,5,10,0,online
CMP02010,2022-01-03,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Positive,Bengaluru,1,38,0,walk-in
CMP02011,2022-07-26,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Kolkata,1,38,1,online
CMP02012,2023-05-07,Garbage not collected for 19 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Negative,Chennai,4,25,0,online
CMP02013,2022-09-13,There is no water supply in our area for the past 21 days. Residents are suffering badly.,Water,Critical/Urgent,Ahmedabad,5,2,0,phone
CMP02014,2023-12-12,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Chennai,4,22,0,app
CMP02015,2023-01-07,"Power cut in our area since 8 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Hyderabad,3,21,0,app
CMP02016,2023-08-12,Waste collection vehicle has not come for 2 days. Residents dumping on road.,Sanitation,Neutral,Chennai,2,19,0,walk-in
CMP02017,2022-10-01,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,3,9,0,phone
CMP02018,2022-06-02,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Ahmedabad,3,10,0,app
CMP02019,2022-05-20,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Kolkata,2,15,0,phone
CMP02020,2022-01-18,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Neutral,Bengaluru,2,19,0,phone
CMP02021,2022-04-20,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Mumbai,2,44,1,online
CMP02022,2022-10-21,Ambulance took 27 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Ahmedabad,5,2,0,online
CMP02023,2023-02-23,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Neutral,Bengaluru,2,4,0,phone
CMP02024,2022-01-31,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Mumbai,2,12,0,phone
CMP02025,2023-11-02,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Chennai,3,35,0,online
CMP02026,2022-11-16,Waste collection vehicle has not come for 15 days. Residents dumping on road.,Sanitation,Critical/Urgent,Ahmedabad,5,1,0,phone
CMP02027,2022-01-26,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Mumbai,4,40,0,app
CMP02028,2022-11-13,"Power cut in our area since 13 days. No electricity at all, we cannot survive in this heat.",Electricity,Critical/Urgent,Kolkata,5,3,0,phone
CMP02029,2022-06-17,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Pune,2,7,0,walk-in
CMP02030,2023-12-22,Ambulance took 14 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,4,23,1,phone
CMP02031,2023-02-23,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Critical/Urgent,Kolkata,5,9,0,app
CMP02032,2023-10-17,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Hyderabad,3,24,0,online
CMP02033,2022-11-05,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Delhi,2,9,0,app
CMP02034,2023-03-06,School has not received textbooks yet. Academic year already 27 months in progress.,Education,Negative,Ahmedabad,4,36,0,online
CMP02035,2022-06-17,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Pune,4,17,0,online
CMP02036,2022-04-14,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Kolkata,3,13,0,phone
CMP02037,2022-08-19,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Pune,5,10,0,phone
CMP02038,2023-02-19,Medicines not available at government dispensary for 18 weeks. Patients suffering badly.,Healthcare,Negative,Ahmedabad,3,17,0,app
CMP02039,2022-04-04,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Neutral,Delhi,2,24,0,phone
CMP02040,2022-05-02,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Critical/Urgent,Ahmedabad,5,1,0,walk-in
CMP02041,2022-02-24,Our colony has not received clean drinking water since 17 days. This is unacceptable.,Water,Neutral,Bengaluru,2,13,0,online
CMP02042,2022-03-24,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Mumbai,5,5,0,online
CMP02043,2022-04-12,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Kolkata,4,42,1,online
CMP02044,2023-06-04,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Negative,Chennai,3,7,0,walk-in
CMP02045,2022-07-30,Teacher absent without any substitute for 29 days. No learning happening for children.,Education,Negative,Kolkata,3,22,0,app
CMP02046,2022-06-20,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Positive,Kolkata,1,34,0,walk-in
CMP02047,2023-04-25,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Critical/Urgent,Mumbai,5,7,0,walk-in
CMP02048,2022-05-13,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Hyderabad,5,10,1,app
CMP02049,2022-12-13,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Hyderabad,4,3,1,walk-in
CMP02050,2023-07-15,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Bengaluru,2,44,0,app
CMP02051,2023-11-17,Garbage not collected for 2 days in our area. Foul smell everywhere. Health risk high.,Sanitation,Critical/Urgent,Chennai,5,4,0,phone
CMP02052,2023-09-09,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Ahmedabad,4,36,0,walk-in
CMP02053,2023-03-30,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Pune,2,5,1,online
CMP02054,2022-04-29,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Ahmedabad,3,20,0,walk-in
CMP02055,2023-01-08,There is no water supply in our area for the past 17 days. Residents are suffering badly.,Water,Critical/Urgent,Bengaluru,5,9,0,phone
CMP02056,2023-08-15,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Delhi,2,19,0,online
CMP02057,2023-09-08,"Power cut in our area since 2 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Mumbai,2,1,0,phone
CMP02058,2023-05-03,Water pipe has burst on Park Street and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Pune,2,36,1,app
CMP02059,2023-07-18,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Mumbai,5,2,0,app
